,dices_coefficient,sigma,extended_maxima_h
107,0.3119266055045872,1.0,0.17500000000000004
108,0.32075471698113206,1.0,0.20000000000000007
109,0.32,1.0,0.22500000000000003
110,0.32989690721649484,1.0,0.25000000000000006
111,0.3076923076923077,1.0,0.2750000000000001
112,0.32941176470588235,1.0,0.3000000000000001
113,0.36363636363636365,1.0,0.32500000000000007
114,0.3783783783783784,1.0,0.3500000000000001
115,0.4,1.0,0.3750000000000001
116,0.42424242424242425,1.0,0.4000000000000001
117,0.45161290322580644,1.0,0.4250000000000001
118,0.4745762711864407,1.0,0.4500000000000001
119,0.49122807017543857,1.0,0.47500000000000014
120,0.509090909090909,1.0,0.5000000000000002
121,0.47058823529411764,1.0,0.5250000000000001
122,0.4583333333333333,1.0,0.5500000000000003
123,0.46808510638297873,1.0,0.5750000000000002
124,0.4782608695652174,1.0,0.6000000000000002
125,0.4888888888888889,1.0,0.6250000000000002
126,0.42857142857142855,1.0,0.6500000000000002
127,0.46153846153846156,1.0,0.6750000000000003
128,0.4444444444444444,1.0,0.7000000000000003
129,0.4117647058823529,1.0,0.7250000000000003
130,0.375,1.0,0.7500000000000002
131,0.375,1.0,0.7750000000000002
132,0.27586206896551724,1.0,0.8000000000000003
133,0.27586206896551724,1.0,0.8250000000000003
134,0.23076923076923078,1.0,0.8500000000000003
135,0.16,1.0,0.8750000000000003
136,0.20454545454545456,1.0,0.05
137,0.2236842105263158,1.0,0.07500000000000001
138,0.25757575757575757,1.0,0.10000000000000002
139,0.2857142857142857,1.0,0.12500000000000003
140,0.3119266055045872,1.0,0.15000000000000002
141,0.3269230769230769,1.0,0.17500000000000004
142,0.32323232323232326,1.0,0.20000000000000007
143,0.3010752688172043,1.0,0.22500000000000003
144,0.3146067415730337,1.0,0.25000000000000006
145,0.35,1.0,0.2750000000000001
146,0.3783783783783784,1.0,0.3000000000000001
147,0.4,1.0,0.32500000000000007
148,0.417910447761194,1.0,0.3500000000000001
149,0.45901639344262296,1.0,0.3750000000000001
150,0.4745762711864407,1.0,0.4000000000000001
151,0.5,1.0,0.4250000000000001
152,0.5185185185185185,1.0,0.4500000000000001
153,0.4489795918367347,1.0,0.47500000000000014
154,0.4583333333333333,1.0,0.5000000000000002
155,0.46808510638297873,1.0,0.5250000000000001
156,0.4782608695652174,1.0,0.5500000000000003
157,0.4888888888888889,1.0,0.5750000000000002
158,0.45,1.0,0.6000000000000002
159,0.46153846153846156,1.0,0.6250000000000002
160,0.4117647058823529,1.0,0.6500000000000002
161,0.42424242424242425,1.0,0.6750000000000003
162,0.375,1.0,0.7000000000000003
163,0.375,1.0,0.7250000000000003
164,0.3333333333333333,1.0,0.7500000000000002
165,0.27586206896551724,1.0,0.7750000000000002
166,0.2962962962962963,1.0,0.8000000000000003
167,0.23076923076923078,1.0,0.8250000000000003
168,0.16,1.0,0.8500000000000003
169,0.16666666666666666,1.0,0.8750000000000003
170,0.2236024844720497,1.0,0.05
171,0.24113475177304963,1.0,0.07500000000000001
172,0.2857142857142857,1.0,0.10000000000000002
173,0.3063063063063063,1.0,0.12500000000000003
174,0.3300970873786408,1.0,0.15000000000000002
175,0.32323232323232326,1.0,0.17500000000000004
176,0.3076923076923077,1.0,0.20000000000000007
177,0.3218390804597701,1.0,0.22500000000000003
178,0.36363636363636365,1.0,0.25000000000000006
179,0.3888888888888889,1.0,0.2750000000000001
180,0.4117647058823529,1.0,0.3000000000000001
181,0.45901639344262296,1.0,0.32500000000000007
182,0.4745762711864407,1.0,0.3500000000000001
183,0.509090909090909,1.0,0.3750000000000001
184,0.49056603773584906,1.0,0.4000000000000001
185,0.4489795918367347,1.0,0.4250000000000001
186,0.4583333333333333,1.0,0.4500000000000001
187,0.46808510638297873,1.0,0.47500000000000014
188,0.4782608695652174,1.0,0.5000000000000002
189,0.45454545454545453,1.0,0.5250000000000001
190,0.45,1.0,0.5500000000000003
191,0.42105263157894735,1.0,0.5750000000000002
192,0.4117647058823529,1.0,0.6000000000000002
193,0.42424242424242425,1.0,0.6250000000000002
194,0.375,1.0,0.6500000000000002
195,0.375,1.0,0.6750000000000003
196,0.3333333333333333,1.0,0.7000000000000003
197,0.27586206896551724,1.0,0.7250000000000003
198,0.2962962962962963,1.0,0.7500000000000002
199,0.16,1.0,0.7750000000000002
200,0.16,1.0,0.8000000000000003
201,0.16666666666666666,1.0,0.8250000000000003
202,0.0,1.0,0.8500000000000003
203,0.2236842105263158,1.0,0.05
204,0.265625,1.0,0.07500000000000001
205,0.3090909090909091,1.0,0.10000000000000002
206,0.3269230769230769,1.0,0.12500000000000003
207,0.3469387755102041,1.0,0.15000000000000002
208,0.3076923076923077,1.0,0.17500000000000004
209,0.32941176470588235,1.0,0.20000000000000007
210,0.37333333333333335,1.0,0.22500000000000003
211,0.4,1.0,0.25000000000000006
212,0.4375,1.0,0.2750000000000001
213,0.4666666666666667,1.0,0.3000000000000001
214,0.5,1.0,0.32500000000000007
215,0.5,1.0,0.3500000000000001
216,0.4489795918367347,1.0,0.3750000000000001
217,0.4583333333333333,1.0,0.4000000000000001
218,0.46808510638297873,1.0,0.4250000000000001
219,0.4782608695652174,1.0,0.4500000000000001
220,0.45454545454545453,1.0,0.47500000000000014
221,0.45,1.0,0.5000000000000002
222,0.43243243243243246,1.0,0.5250000000000001
223,0.4117647058823529,1.0,0.5500000000000003
224,0.375,1.0,0.5750000000000002
225,0.375,1.0,0.6000000000000002
226,0.375,1.0,0.6250000000000002
227,0.3225806451612903,1.0,0.6500000000000002
228,0.3448275862068966,1.0,0.6750000000000003
229,0.2962962962962963,1.0,0.7000000000000003
230,0.23076923076923078,1.0,0.7250000000000003
231,0.16,1.0,0.7500000000000002
232,0.16666666666666666,1.0,0.7750000000000002
233,0.0,1.0,0.8000000000000003
234,0.23943661971830985,1.0,0.05
235,0.2905982905982906,1.0,0.07500000000000001
236,0.3148148148148148,1.0,0.10000000000000002
237,0.35051546391752575,1.0,0.12500000000000003
238,0.3146067415730337,1.0,0.15000000000000002
239,0.32941176470588235,1.0,0.17500000000000004
240,0.3835616438356164,1.0,0.20000000000000007
241,0.4117647058823529,1.0,0.22500000000000003
242,0.4307692307692308,1.0,0.25000000000000006
243,0.4827586206896552,1.0,0.2750000000000001
244,0.48148148148148145,1.0,0.3000000000000001
245,0.5,1.0,0.32500000000000007
246,0.4583333333333333,1.0,0.3500000000000001
247,0.46808510638297873,1.0,0.3750000000000001
248,0.4782608695652174,1.0,0.4000000000000001
249,0.4444444444444444,1.0,0.4250000000000001
250,0.42857142857142855,1.0,0.4500000000000001
251,0.43243243243243246,1.0,0.47500000000000014
252,0.4,1.0,0.5000000000000002
253,0.375,1.0,0.5250000000000001
254,0.375,1.0,0.5500000000000003
255,0.375,1.0,0.5750000000000002
256,0.375,1.0,0.6000000000000002
257,0.3333333333333333,1.0,0.6250000000000002
258,0.23076923076923078,1.0,0.6500000000000002
259,0.23076923076923078,1.0,0.6750000000000003
260,0.16,1.0,0.7000000000000003
261,0.16666666666666666,1.0,0.7250000000000003
262,0.0,1.0,0.7500000000000002
263,0.2518518518518518,1.0,0.05
264,0.3148148148148148,1.0,0.07500000000000001
265,0.34,1.0,0.10000000000000002
266,0.3146067415730337,1.0,0.12500000000000003
267,0.3373493975903614,1.0,0.15000000000000002
268,0.3835616438356164,1.0,0.17500000000000004
269,0.4117647058823529,1.0,0.20000000000000007
270,0.4444444444444444,1.0,0.22500000000000003
271,0.4642857142857143,1.0,0.25000000000000006
272,0.48148148148148145,1.0,0.2750000000000001
273,0.4489795918367347,1.0,0.3000000000000001
274,0.46808510638297873,1.0,0.32500000000000007
275,0.4782608695652174,1.0,0.3500000000000001
276,0.4444444444444444,1.0,0.3750000000000001
277,0.46511627906976744,1.0,0.4000000000000001
278,0.45,1.0,0.4250000000000001
279,0.3888888888888889,1.0,0.4500000000000001
280,0.375,1.0,0.47500000000000014
281,0.375,1.0,0.5000000000000002
282,0.375,1.0,0.5250000000000001
283,0.375,1.0,0.5500000000000003
284,0.3333333333333333,1.0,0.5750000000000002
285,0.23076923076923078,1.0,0.6000000000000002
286,0.23076923076923078,1.0,0.6250000000000002
287,0.16,1.0,0.6500000000000002
288,0.08333333333333333,1.0,0.6750000000000003
289,0.0,1.0,0.7000000000000003
290,0.0,1.0,0.7250000000000003
291,0.2833333333333333,1.0,0.05
292,0.3269230769230769,1.0,0.07500000000000001
293,0.3333333333333333,1.0,0.10000000000000002
294,0.32558139534883723,1.0,0.12500000000000003
295,0.3684210526315789,1.0,0.15000000000000002
296,0.4117647058823529,1.0,0.17500000000000004
297,0.4444444444444444,1.0,0.20000000000000007
298,0.4642857142857143,1.0,0.22500000000000003
299,0.49056603773584906,1.0,0.25000000000000006
300,0.4583333333333333,1.0,0.2750000000000001
301,0.46808510638297873,1.0,0.3000000000000001
302,0.4444444444444444,1.0,0.32500000000000007
303,0.4444444444444444,1.0,0.3500000000000001
304,0.43902439024390244,1.0,0.3750000000000001
305,0.3888888888888889,1.0,0.4000000000000001
306,0.34285714285714286,1.0,0.4250000000000001
307,0.375,1.0,0.4500000000000001
308,0.375,1.0,0.47500000000000014
309,0.375,1.0,0.5000000000000002
310,0.3225806451612903,1.0,0.5250000000000001
311,0.2962962962962963,1.0,0.5500000000000003
312,0.23076923076923078,1.0,0.5750000000000002
313,0.16,1.0,0.6000000000000002
314,0.08333333333333333,1.0,0.6250000000000002
315,0.08695652173913043,1.0,0.6500000000000002
316,0.0,1.0,0.6750000000000003
317,0.3090909090909091,1.0,0.05
318,0.3157894736842105,1.0,0.07500000000000001
319,0.32558139534883723,1.0,0.10000000000000002
320,0.345679012345679,1.0,0.12500000000000003
321,0.4,1.0,0.15000000000000002
322,0.41935483870967744,1.0,0.17500000000000004
323,0.4642857142857143,1.0,0.20000000000000007
324,0.49056603773584906,1.0,0.22500000000000003
325,0.4489795918367347,1.0,0.25000000000000006
326,0.43478260869565216,1.0,0.2750000000000001
327,0.4444444444444444,1.0,0.3000000000000001
328,0.45454545454545453,1.0,0.32500000000000007
329,0.45,1.0,0.3500000000000001
330,0.34285714285714286,1.0,0.3750000000000001
331,0.375,1.0,0.4000000000000001
332,0.375,1.0,0.4250000000000001
333,0.375,1.0,0.4500000000000001
334,0.3225806451612903,1.0,0.47500000000000014
335,0.2857142857142857,1.0,0.5000000000000002
336,0.23076923076923078,1.0,0.5250000000000001
337,0.16,1.0,0.5500000000000003
338,0.08333333333333333,1.0,0.5750000000000002
339,0.08695652173913043,1.0,0.6000000000000002
340,0.0,1.0,0.6250000000000002
341,0.0,1.0,0.6500000000000002
342,0.31683168316831684,1.0,0.05
343,0.3333333333333333,1.0,0.07500000000000001
344,0.3373493975903614,1.0,0.10000000000000002
345,0.39436619718309857,1.0,0.12500000000000003
346,0.40625,1.0,0.15000000000000002
347,0.4482758620689655,1.0,0.17500000000000004
348,0.48148148148148145,1.0,0.20000000000000007
349,0.4489795918367347,1.0,0.22500000000000003
350,0.43478260869565216,1.0,0.25000000000000006
351,0.4444444444444444,1.0,0.2750000000000001
352,0.46511627906976744,1.0,0.3000000000000001
353,0.32432432432432434,1.0,0.32500000000000007
354,0.34285714285714286,1.0,0.3500000000000001
355,0.375,1.0,0.3750000000000001
356,0.375,1.0,0.4000000000000001
357,0.375,1.0,0.4250000000000001
358,0.26666666666666666,1.0,0.4500000000000001
359,0.2962962962962963,1.0,0.47500000000000014
360,0.23076923076923078,1.0,0.5000000000000002
361,0.08333333333333333,1.0,0.5250000000000001
362,0.08695652173913043,1.0,0.5500000000000003
363,0.0,1.0,0.5750000000000002
364,0.0,1.0,0.6000000000000002
365,0.3125,1.0,0.05
366,0.3333333333333333,1.0,0.07500000000000001
367,0.358974358974359,1.0,0.10000000000000002
368,0.3880597014925373,1.0,0.12500000000000003
369,0.4406779661016949,1.0,0.15000000000000002
370,0.4727272727272727,1.0,0.17500000000000004
371,0.4489795918367347,1.0,0.20000000000000007
372,0.43478260869565216,1.0,0.22500000000000003
373,0.4444444444444444,1.0,0.25000000000000006
374,0.46511627906976744,1.0,0.2750000000000001
375,0.32432432432432434,1.0,0.3000000000000001
376,0.34285714285714286,1.0,0.32500000000000007
377,0.375,1.0,0.3500000000000001
378,0.375,1.0,0.3750000000000001
379,0.3225806451612903,1.0,0.4000000000000001
380,0.27586206896551724,1.0,0.4250000000000001
381,0.2962962962962963,1.0,0.4500000000000001
382,0.16,1.0,0.47500000000000014
383,0.08333333333333333,1.0,0.5000000000000002
384,0.08695652173913043,1.0,0.5250000000000001
385,0.0,1.0,0.5500000000000003
386,0.0,1.0,0.5750000000000002
387,0.3225806451612903,1.0,0.05
388,0.3373493975903614,1.0,0.07500000000000001
389,0.3880597014925373,1.0,0.10000000000000002
390,0.43333333333333335,1.0,0.12500000000000003
391,0.45614035087719296,1.0,0.15000000000000002
392,0.46153846153846156,1.0,0.17500000000000004
393,0.43478260869565216,1.0,0.20000000000000007
394,0.4444444444444444,1.0,0.22500000000000003
395,0.43902439024390244,1.0,0.25000000000000006
396,0.32432432432432434,1.0,0.2750000000000001
397,0.35294117647058826,1.0,0.3000000000000001
398,0.375,1.0,0.32500000000000007
399,0.375,1.0,0.3500000000000001
400,0.26666666666666666,1.0,0.3750000000000001
401,0.27586206896551724,1.0,0.4000000000000001
402,0.16,1.0,0.4250000000000001
403,0.08333333333333333,1.0,0.4500000000000001
404,0.08695652173913043,1.0,0.47500000000000014
405,0.0,1.0,0.5000000000000002
406,0.0,1.0,0.5250000000000001
407,0.3448275862068966,1.0,0.05
408,0.33766233766233766,1.0,0.07500000000000001
409,0.4,1.0,0.10000000000000002
410,0.4406779661016949,1.0,0.12500000000000003
411,0.4444444444444444,1.0,0.15000000000000002
412,0.425531914893617,1.0,0.17500000000000004
413,0.4444444444444444,1.0,0.20000000000000007
414,0.38095238095238093,1.0,0.22500000000000003
415,0.32432432432432434,1.0,0.25000000000000006
416,0.35294117647058826,1.0,0.2750000000000001
417,0.375,1.0,0.3000000000000001
418,0.3225806451612903,1.0,0.32500000000000007
419,0.26666666666666666,1.0,0.3500000000000001
420,0.27586206896551724,1.0,0.3750000000000001
421,0.16,1.0,0.4000000000000001
422,0.08333333333333333,1.0,0.4250000000000001
423,0.08695652173913043,1.0,0.4500000000000001
424,0.0,1.0,0.47500000000000014
425,0.0,1.0,0.5000000000000002
426,0.3170731707317073,1.0,0.05
427,0.3611111111111111,1.0,0.07500000000000001
428,0.4262295081967213,1.0,0.10000000000000002
429,0.42857142857142855,1.0,0.12500000000000003
430,0.4166666666666667,1.0,0.15000000000000002
431,0.43478260869565216,1.0,0.17500000000000004
432,0.37209302325581395,1.0,0.20000000000000007
433,0.3684210526315789,1.0,0.22500000000000003
434,0.35294117647058826,1.0,0.25000000000000006
435,0.36363636363636365,1.0,0.2750000000000001
436,0.3225806451612903,1.0,0.3000000000000001
437,0.26666666666666666,1.0,0.32500000000000007
438,0.27586206896551724,1.0,0.3500000000000001
439,0.08333333333333333,1.0,0.3750000000000001
440,0.08333333333333333,1.0,0.4000000000000001
441,0.08695652173913043,1.0,0.4250000000000001
442,0.0,1.0,0.4500000000000001
443,0.0,1.0,0.47500000000000014
444,0.3333333333333333,1.0,0.05
445,0.4,1.0,0.07500000000000001
446,0.4406779661016949,1.0,0.10000000000000002
447,0.4528301886792453,1.0,0.12500000000000003
448,0.4166666666666667,1.0,0.15000000000000002
449,0.4090909090909091,1.0,0.17500000000000004
450,0.358974358974359,1.0,0.20000000000000007
451,0.34285714285714286,1.0,0.22500000000000003
452,0.36363636363636365,1.0,0.25000000000000006
453,0.3225806451612903,1.0,0.2750000000000001
454,0.26666666666666666,1.0,0.3000000000000001
455,0.21428571428571427,1.0,0.32500000000000007
456,0.08333333333333333,1.0,0.3500000000000001
457,0.08333333333333333,1.0,0.3750000000000001
458,0.08695652173913043,1.0,0.4000000000000001
459,0.0,1.0,0.4250000000000001
460,0.0,1.0,0.4500000000000001
461,0.3466666666666667,1.0,0.05
462,0.40625,1.0,0.07500000000000001
463,0.42105263157894735,1.0,0.10000000000000002
464,0.4489795918367347,1.0,0.12500000000000003
465,0.4090909090909091,1.0,0.15000000000000002
466,0.35,1.0,0.17500000000000004
467,0.3333333333333333,1.0,0.20000000000000007
468,0.35294117647058826,1.0,0.22500000000000003
469,0.3125,1.0,0.25000000000000006
470,0.26666666666666666,1.0,0.2750000000000001
471,0.21428571428571427,1.0,0.3000000000000001
472,0.08333333333333333,1.0,0.32500000000000007
473,0.08333333333333333,1.0,0.3500000000000001
474,0.08695652173913043,1.0,0.3750000000000001
475,0.0,1.0,0.4000000000000001
476,0.0,1.0,0.4250000000000001
477,0.3611111111111111,1.0,0.05
478,0.41935483870967744,1.0,0.07500000000000001
479,0.43636363636363634,1.0,0.10000000000000002
480,0.3829787234042553,1.0,0.12500000000000003
481,0.34146341463414637,1.0,0.15000000000000002
482,0.358974358974359,1.0,0.17500000000000004
483,0.30303030303030304,1.0,0.20000000000000007
484,0.3125,1.0,0.22500000000000003
485,0.3225806451612903,1.0,0.25000000000000006
486,0.20689655172413793,1.0,0.2750000000000001
487,0.16,1.0,0.3000000000000001
488,0.08333333333333333,1.0,0.32500000000000007
489,0.08695652173913043,1.0,0.3500000000000001
490,0.0,1.0,0.3750000000000001
491,0.0,1.0,0.4000000000000001
492,0.37681159420289856,1.0,0.05
493,0.4067796610169492,1.0,0.07500000000000001
494,0.4,1.0,0.10000000000000002
495,0.35555555555555557,1.0,0.12500000000000003
496,0.358974358974359,1.0,0.15000000000000002
497,0.34285714285714286,1.0,0.17500000000000004
498,0.3125,1.0,0.20000000000000007
499,0.3125,1.0,0.22500000000000003
500,0.20689655172413793,1.0,0.25000000000000006
501,0.16,1.0,0.2750000000000001
502,0.08333333333333333,1.0,0.3000000000000001
503,0.08695652173913043,1.0,0.32500000000000007
504,0.0,1.0,0.3500000000000001
505,0.0,1.0,0.3750000000000001
506,0.38235294117647056,1.0,0.05
507,0.39285714285714285,1.0,0.07500000000000001
508,0.375,1.0,0.10000000000000002
509,0.3333333333333333,1.0,0.12500000000000003
510,0.32432432432432434,1.0,0.15000000000000002
511,0.30303030303030304,1.0,0.17500000000000004
512,0.3125,1.0,0.20000000000000007
513,0.25806451612903225,1.0,0.22500000000000003
514,0.2222222222222222,1.0,0.25000000000000006
515,0.08333333333333333,1.0,0.2750000000000001
516,0.08333333333333333,1.0,0.3000000000000001
517,0.0,1.0,0.32500000000000007
518,0.0,1.0,0.3500000000000001
519,0.36923076923076925,1.0,0.05
520,0.37735849056603776,1.0,0.07500000000000001
521,0.3111111111111111,1.0,0.10000000000000002
522,0.35,1.0,0.12500000000000003
523,0.29411764705882354,1.0,0.15000000000000002
524,0.30303030303030304,1.0,0.17500000000000004
525,0.3125,1.0,0.20000000000000007
526,0.20689655172413793,1.0,0.22500000000000003
527,0.16,1.0,0.25000000000000006
528,0.08333333333333333,1.0,0.2750000000000001
529,0.08695652173913043,1.0,0.3000000000000001
530,0.0,1.0,0.32500000000000007
531,0.0,1.0,0.3500000000000001
532,0.36065573770491804,1.0,0.05
533,0.39215686274509803,1.0,0.07500000000000001
534,0.32558139534883723,1.0,0.10000000000000002
535,0.2777777777777778,1.0,0.12500000000000003
536,0.30303030303030304,1.0,0.15000000000000002
537,0.3125,1.0,0.17500000000000004
538,0.2,1.0,0.20000000000000007
539,0.16,1.0,0.22500000000000003
540,0.08333333333333333,1.0,0.25000000000000006
541,0.08695652173913043,1.0,0.2750000000000001
542,0.0,1.0,0.3000000000000001
543,0.0,1.0,0.32500000000000007
544,0.3793103448275862,1.0,0.05
545,0.3673469387755102,1.0,0.07500000000000001
546,0.2926829268292683,1.0,0.10000000000000002
547,0.2857142857142857,1.0,0.12500000000000003
548,0.30303030303030304,1.0,0.15000000000000002
549,0.25806451612903225,1.0,0.17500000000000004
550,0.21428571428571427,1.0,0.20000000000000007
551,0.08333333333333333,1.0,0.22500000000000003
552,0.08333333333333333,1.0,0.25000000000000006
553,0.0,1.0,0.2750000000000001
554,0.0,1.0,0.3000000000000001
555,0.36363636363636365,1.0,0.05
556,0.2978723404255319,1.0,0.07500000000000001
557,0.3157894736842105,1.0,0.10000000000000002
558,0.29411764705882354,1.0,0.12500000000000003
559,0.3125,1.0,0.15000000000000002
560,0.2,1.0,0.17500000000000004
561,0.15384615384615385,1.0,0.20000000000000007
562,0.08333333333333333,1.0,0.22500000000000003
563,0.08695652173913043,1.0,0.25000000000000006
564,0.0,1.0,0.2750000000000001
565,0.0,1.0,0.3000000000000001
566,0.37037037037037035,1.0,0.05
567,0.2727272727272727,1.0,0.07500000000000001
568,0.2702702702702703,1.0,0.10000000000000002
569,0.30303030303030304,1.0,0.12500000000000003
570,0.25806451612903225,1.0,0.15000000000000002
571,0.21428571428571427,1.0,0.17500000000000004
572,0.08333333333333333,1.0,0.20000000000000007
573,0.08333333333333333,1.0,0.22500000000000003
574,0.0,1.0,0.25000000000000006
575,0.0,1.0,0.2750000000000001
576,0.3137254901960784,1.0,0.05
577,0.2857142857142857,1.0,0.07500000000000001
578,0.2777777777777778,1.0,0.10000000000000002
579,0.30303030303030304,1.0,0.12500000000000003
580,0.2,1.0,0.15000000000000002
581,0.2222222222222222,1.0,0.17500000000000004
582,0.08333333333333333,1.0,0.20000000000000007
583,0.08695652173913043,1.0,0.22500000000000003
584,0.0,1.0,0.25000000000000006
585,0.0,1.0,0.2750000000000001
586,0.3137254901960784,1.0,0.05
587,0.3076923076923077,1.0,0.07500000000000001
588,0.29411764705882354,1.0,0.10000000000000002
589,0.25806451612903225,1.0,0.12500000000000003
590,0.21428571428571427,1.0,0.15000000000000002
591,0.15384615384615385,1.0,0.17500000000000004
592,0.08333333333333333,1.0,0.20000000000000007
593,0.0,1.0,0.22500000000000003
594,0.0,1.0,0.25000000000000006
595,0.2916666666666667,1.0,0.05
596,0.2702702702702703,1.0,0.07500000000000001
597,0.30303030303030304,1.0,0.10000000000000002
598,0.25806451612903225,1.0,0.12500000000000003
599,0.21428571428571427,1.0,0.15000000000000002
600,0.08,1.0,0.17500000000000004
601,0.08695652173913043,1.0,0.20000000000000007
602,0.0,1.0,0.22500000000000003
603,0.0,1.0,0.25000000000000006
604,0.26666666666666666,1.0,0.05
605,0.2777777777777778,1.0,0.07500000000000001
606,0.25,1.0,0.10000000000000002
607,0.2,1.0,0.12500000000000003
608,0.15384615384615385,1.0,0.15000000000000002
609,0.08333333333333333,1.0,0.17500000000000004
610,0.0,1.0,0.20000000000000007
611,0.0,1.0,0.22500000000000003
612,0.27906976744186046,1.0,0.05
613,0.2777777777777778,1.0,0.07500000000000001
614,0.25,1.0,0.10000000000000002
615,0.21428571428571427,1.0,0.12500000000000003
616,0.08,1.0,0.15000000000000002
617,0.08333333333333333,1.0,0.17500000000000004
