,dices_coefficient,sigma,extended_maxima_h
618,0.0,1.0,0.20000000000000007
619,0.0,1.0,0.22500000000000003
620,0.2926829268292683,1.0,0.05
621,0.2777777777777778,1.0,0.07500000000000001
622,0.25806451612903225,1.0,0.10000000000000002
623,0.21428571428571427,1.0,0.12500000000000003
624,0.08,1.0,0.15000000000000002
625,0.08695652173913043,1.0,0.17500000000000004
626,0.0,1.0,0.20000000000000007
627,0.0,1.0,0.22500000000000003
628,0.2631578947368421,1.0,0.05
629,0.2857142857142857,1.0,0.07500000000000001
630,0.26666666666666666,1.0,0.10000000000000002
631,0.2222222222222222,1.0,0.12500000000000003
632,0.08,1.0,0.15000000000000002
633,0.0,1.0,0.17500000000000004
634,0.0,1.0,0.20000000000000007
635,0.2702702702702703,1.0,0.05
636,0.23529411764705882,1.0,0.07500000000000001
637,0.20689655172413793,1.0,0.10000000000000002
638,0.15384615384615385,1.0,0.12500000000000003
639,0.08,1.0,0.15000000000000002
640,0.0,1.0,0.17500000000000004
641,0.0,1.0,0.20000000000000007
642,0.2777777777777778,1.0,0.05
643,0.24242424242424243,1.0,0.07500000000000001
644,0.21428571428571427,1.0,0.10000000000000002
645,0.08,1.0,0.12500000000000003
646,0.08333333333333333,1.0,0.15000000000000002
647,0.0,1.0,0.17500000000000004
648,0.0,1.0,0.20000000000000007
649,0.2777777777777778,1.0,0.05
650,0.24242424242424243,1.0,0.07500000000000001
651,0.21428571428571427,1.0,0.10000000000000002
652,0.08,1.0,0.12500000000000003
653,0.08695652173913043,1.0,0.15000000000000002
654,0.0,1.0,0.17500000000000004
655,0.0,1.0,0.20000000000000007
656,0.2777777777777778,1.0,0.05
657,0.25806451612903225,1.0,0.07500000000000001
658,0.2222222222222222,1.0,0.10000000000000002
659,0.08,1.0,0.12500000000000003
660,0.0,1.0,0.15000000000000002
661,0.0,1.0,0.17500000000000004
662,0.2857142857142857,1.0,0.05
663,0.26666666666666666,1.0,0.07500000000000001
664,0.15384615384615385,1.0,0.10000000000000002
665,0.08,1.0,0.12500000000000003
666,0.0,1.0,0.15000000000000002
667,0.0,1.0,0.17500000000000004
668,0.23529411764705882,1.0,0.05
669,0.26666666666666666,1.0,0.07500000000000001
670,0.08,1.0,0.10000000000000002
671,0.08,1.0,0.12500000000000003
672,0.0,1.0,0.15000000000000002
673,0.0,1.0,0.17500000000000004
674,0.23529411764705882,1.0,0.05
675,0.21428571428571427,1.0,0.07500000000000001
676,0.08,1.0,0.10000000000000002
677,0.08333333333333333,1.0,0.12500000000000003
678,0.0,1.0,0.15000000000000002
679,0.0,1.0,0.17500000000000004
