,X,Y,Slice
82,120.0,0.0,5.0
83,289.0,0.0,5.0
84,193.0,2.0,5.0
85,385.0,23.0,5.0
86,452.0,26.0,5.0
87,480.0,33.0,5.0
88,310.0,49.0,5.0
89,481.0,57.0,5.0
90,102.0,59.0,5.0
91,119.0,68.0,5.0
92,420.0,70.0,5.0
93,45.0,78.0,5.0
94,121.0,104.0,5.0
95,51.0,110.0,5.0
96,452.0,114.0,5.0
97,141.0,115.0,5.0
98,228.0,121.0,5.0
99,37.0,125.0,5.0
100,121.0,133.0,5.0
101,47.0,134.0,5.0
102,197.0,145.0,5.0
103,95.0,151.0,5.0
104,114.0,155.0,5.0
105,56.0,160.0,5.0
106,346.0,160.0,5.0
107,318.0,164.0,5.0
108,334.0,164.0,5.0
109,247.0,168.0,5.0
110,393.0,169.0,5.0
111,372.0,171.0,5.0
112,197.0,173.0,5.0
113,275.0,178.0,5.0
114,336.0,180.0,5.0
115,320.0,181.0,5.0
116,352.0,183.0,5.0
117,121.0,191.0,5.0
118,228.0,193.0,5.0
119,426.0,193.0,5.0
120,47.0,197.0,5.0
121,402.0,200.0,5.0
122,355.0,201.0,5.0
123,389.0,202.0,5.0
124,405.0,214.0,5.0
125,222.0,225.0,5.0
126,452.0,225.0,5.0
127,62.0,227.0,5.0
128,349.0,227.0,5.0
129,367.0,227.0,5.0
130,476.0,228.0,5.0
131,396.0,232.0,5.0
132,324.0,297.0,5.0
133,174.0,306.0,5.0
134,463.0,306.0,5.0
135,296.0,307.0,5.0
136,247.0,309.0,5.0
137,360.0,309.0,5.0
138,376.0,309.0,5.0
139,29.0,312.0,5.0
140,406.0,314.0,5.0
141,447.0,317.0,5.0
142,418.0,319.0,5.0
143,371.0,321.0,5.0
144,468.0,321.0,5.0
145,411.0,342.0,5.0
146,356.0,349.0,5.0
147,382.0,351.0,5.0
148,421.0,351.0,5.0
149,395.0,354.0,5.0
150,0.0,355.0,5.0
151,304.0,372.0,5.0
152,420.0,376.0,5.0
153,23.0,377.0,5.0
154,347.0,378.0,5.0
155,386.0,386.0,5.0
156,402.0,389.0,5.0
157,248.0,390.0,5.0
158,180.0,392.0,5.0
159,277.0,392.0,5.0
160,95.0,395.0,5.0
161,318.0,397.0,5.0
162,193.0,398.0,5.0
163,358.0,398.0,5.0
