,X,Y,Slice
0,4.0,0.0,1.0
1,52.0,0.0,1.0
2,174.0,0.0,1.0
3,236.0,0.0,1.0
4,336.0,0.0,1.0
5,481.0,0.0,1.0
6,32.0,2.0,1.0
7,250.0,3.0,1.0
8,269.0,5.0,1.0
9,106.0,7.0,1.0
10,386.0,13.0,1.0
11,13.0,16.0,1.0
12,31.0,21.0,1.0
13,464.0,24.0,1.0
14,145.0,27.0,1.0
15,52.0,34.0,1.0
16,270.0,37.0,1.0
17,5.0,41.0,1.0
18,154.0,41.0,1.0
19,79.0,45.0,1.0
20,27.0,46.0,1.0
21,216.0,47.0,1.0
22,273.0,51.0,1.0
23,415.0,58.0,1.0
24,28.0,59.0,1.0
25,429.0,61.0,1.0
26,92.0,69.0,1.0
27,18.0,71.0,1.0
28,43.0,71.0,1.0
29,481.0,73.0,1.0
30,0.0,74.0,1.0
31,457.0,74.0,1.0
32,253.0,77.0,1.0
33,504.0,78.0,1.0
34,168.0,82.0,1.0
35,304.0,83.0,1.0
36,492.0,93.0,1.0
37,2.0,94.0,1.0
38,442.0,97.0,1.0
39,105.0,99.0,1.0
40,519.0,100.0,1.0
41,309.0,103.0,1.0
42,157.0,104.0,1.0
43,391.0,104.0,1.0
44,0.0,109.0,1.0
45,228.0,109.0,1.0
46,52.0,112.0,1.0
47,72.0,112.0,1.0
48,29.0,113.0,1.0
49,403.0,113.0,1.0
50,176.0,114.0,1.0
51,376.0,115.0,1.0
52,163.0,116.0,1.0
53,436.0,119.0,1.0
54,487.0,120.0,1.0
55,84.0,121.0,1.0
56,338.0,121.0,1.0
57,100.0,123.0,1.0
58,216.0,125.0,1.0
59,378.0,128.0,1.0
60,4.0,131.0,1.0
61,407.0,131.0,1.0
62,445.0,132.0,1.0
63,108.0,134.0,1.0
64,157.0,135.0,1.0
65,202.0,135.0,1.0
66,341.0,135.0,1.0
67,167.0,138.0,1.0
68,417.0,142.0,1.0
69,18.0,146.0,1.0
70,215.0,148.0,1.0
71,427.0,150.0,1.0
72,49.0,151.0,1.0
73,368.0,152.0,1.0
74,486.0,152.0,1.0
75,30.0,153.0,1.0
76,72.0,154.0,1.0
77,501.0,154.0,1.0
78,19.0,156.0,1.0
79,5.0,158.0,1.0
80,26.0,167.0,1.0
81,354.0,178.0,1.0
82,112.0,179.0,1.0
83,494.0,182.0,1.0
84,35.0,183.0,1.0
85,73.0,185.0,1.0
86,395.0,185.0,1.0
87,101.0,187.0,1.0
88,339.0,189.0,1.0
89,519.0,192.0,1.0
90,3.0,194.0,1.0
91,347.0,195.0,1.0
92,464.0,195.0,1.0
93,63.0,196.0,1.0
94,405.0,197.0,1.0
95,501.0,197.0,1.0
96,262.0,200.0,1.0
97,374.0,208.0,1.0
98,420.0,213.0,1.0
99,489.0,213.0,1.0
100,519.0,213.0,1.0
101,79.0,219.0,1.0
102,345.0,219.0,1.0
103,402.0,221.0,1.0
104,7.0,223.0,1.0
105,63.0,223.0,1.0
106,436.0,225.0,1.0
107,396.0,229.0,1.0
