,X,Y,Slice
0,126.0,0.0,1.0
1,445.0,15.0,1.0
2,301.0,17.0,1.0
3,78.0,23.0,1.0
4,466.0,27.0,1.0
5,399.0,30.0,1.0
6,496.0,36.0,1.0
7,519.0,42.0,1.0
8,200.0,49.0,1.0
9,346.0,53.0,1.0
10,315.0,65.0,1.0
11,282.0,73.0,1.0
12,316.0,87.0,1.0
13,159.0,99.0,1.0
14,59.0,104.0,1.0
15,323.0,105.0,1.0
16,34.0,117.0,1.0
17,339.0,124.0,1.0
18,360.0,124.0,1.0
19,51.0,127.0,1.0
20,339.0,149.0,1.0
21,174.0,164.0,1.0
22,274.0,188.0,1.0
23,234.0,199.0,1.0
24,519.0,207.0,1.0
25,192.0,215.0,1.0
26,320.0,226.0,1.0
27,180.0,230.0,1.0
28,414.0,252.0,1.0
29,249.0,256.0,1.0
30,275.0,261.0,1.0
31,254.0,277.0,1.0
32,479.0,295.0,1.0
33,37.0,314.0,1.0
34,168.0,379.0,1.0
35,176.0,388.0,1.0
36,124.0,391.0,1.0
37,140.0,415.0,1.0
38,13.0,421.0,1.0
39,149.0,466.0,1.0
40,260.0,475.0,1.0
41,13.0,477.0,1.0
42,299.0,487.0,1.0
43,519.0,509.0,1.0
44,140.0,519.0,1.0
45,194.0,519.0,1.0
46,293.0,519.0,1.0
47,355.0,519.0,1.0
48,378.0,519.0,1.0
49,351.0,9.0,51.0
50,290.0,10.0,51.0
51,359.0,19.0,51.0
52,492.0,25.0,51.0
53,265.0,34.0,51.0
54,308.0,34.0,51.0
55,356.0,39.0,51.0
56,515.0,43.0,51.0
57,189.0,51.0,51.0
58,238.0,55.0,51.0
59,115.0,60.0,51.0
60,275.0,61.0,51.0
61,286.0,63.0,51.0
62,330.0,63.0,51.0
63,14.0,64.0,51.0
64,449.0,71.0,51.0
65,154.0,74.0,51.0
66,138.0,80.0,51.0
67,73.0,87.0,51.0
68,423.0,88.0,51.0
69,308.0,90.0,51.0
70,400.0,103.0,51.0
71,92.0,104.0,51.0
72,338.0,113.0,51.0
