,X,Y,Slice
0,63.0,35.0,1.0
1,248.0,38.0,1.0
2,151.0,40.0,1.0
3,109.0,41.0,1.0
4,472.0,41.0,1.0
5,176.0,42.0,1.0
6,188.0,42.0,1.0
7,290.0,42.0,1.0
8,210.0,44.0,1.0
9,71.0,46.0,1.0
10,119.0,51.0,1.0
11,300.0,51.0,1.0
12,158.0,52.0,1.0
13,219.0,53.0,1.0
14,312.0,56.0,1.0
15,200.0,57.0,1.0
16,107.0,58.0,1.0
17,337.0,58.0,1.0
18,407.0,60.0,1.0
19,352.0,61.0,1.0
20,245.0,62.0,1.0
21,452.0,65.0,1.0
22,327.0,68.0,1.0
23,87.0,72.0,1.0
24,111.0,72.0,1.0
25,283.0,72.0,1.0
26,386.0,72.0,1.0
27,300.0,74.0,1.0
28,139.0,78.0,1.0
29,517.0,79.0,1.0
30,206.0,81.0,1.0
31,420.0,82.0,1.0
32,242.0,86.0,1.0
33,167.0,88.0,1.0
34,84.0,90.0,1.0
35,483.0,91.0,1.0
36,309.0,92.0,1.0
37,469.0,93.0,1.0
38,254.0,96.0,1.0
39,371.0,98.0,1.0
40,410.0,100.0,1.0
41,179.0,103.0,1.0
42,283.0,105.0,1.0
43,190.0,109.0,1.0
44,214.0,109.0,1.0
45,353.0,111.0,1.0
46,428.0,112.0,1.0
47,506.0,112.0,1.0
48,488.0,113.0,1.0
49,106.0,118.0,1.0
50,145.0,118.0,1.0
51,454.0,122.0,1.0
52,270.0,124.0,1.0
53,357.0,128.0,1.0
54,427.0,129.0,1.0
55,173.0,133.0,1.0
56,301.0,133.0,1.0
57,447.0,135.0,1.0
58,363.0,140.0,1.0
59,396.0,140.0,1.0
60,421.0,143.0,1.0
61,13.0,144.0,1.0
62,500.0,144.0,1.0
63,208.0,147.0,1.0
64,482.0,149.0,1.0
65,232.0,152.0,1.0
66,406.0,157.0,1.0
67,296.0,161.0,1.0
68,9.0,162.0,1.0
69,224.0,163.0,1.0
70,376.0,163.0,1.0
71,430.0,163.0,1.0
72,136.0,165.0,1.0
73,344.0,166.0,1.0
74,514.0,168.0,1.0
75,110.0,171.0,1.0
76,401.0,171.0,1.0
77,171.0,172.0,1.0
78,249.0,172.0,1.0
79,84.0,173.0,1.0
80,484.0,173.0,1.0
81,321.0,177.0,1.0
82,205.0,179.0,1.0
83,118.0,180.0,1.0
84,502.0,182.0,1.0
