FrameNumber, NCC, OriginalFrameNumber, Strip0_NCC, Strip0_XShift, Strip0_YShift, Strip10_NCC, Strip10_XShift, Strip10_YShift, Strip11_NCC, Strip11_XShift, Strip11_YShift, Strip12_NCC, Strip12_XShift, Strip12_YShift, Strip13_NCC, Strip13_XShift, Strip13_YShift, Strip14_NCC, Strip14_XShift, Strip14_YShift, Strip15_NCC, Strip15_XShift, Strip15_YShift, Strip16_NCC, Strip16_XShift, Strip16_YShift, Strip17_NCC, Strip17_XShift, Strip17_YShift, Strip18_NCC, Strip18_XShift, Strip18_YShift, Strip19_NCC, Strip19_XShift, Strip19_YShift, Strip1_NCC, Strip1_XShift, Strip1_YShift, Strip20_NCC, Strip20_XShift, Strip20_YShift, Strip21_NCC, Strip21_XShift, Strip21_YShift, Strip22_NCC, Strip22_XShift, Strip22_YShift, Strip23_NCC, Strip23_XShift, Strip23_YShift, Strip24_NCC, Strip24_XShift, Strip24_YShift, Strip25_NCC, Strip25_XShift, Strip25_YShift, Strip26_NCC, Strip26_XShift, Strip26_YShift, Strip2_NCC, Strip2_XShift, Strip2_YShift, Strip3_NCC, Strip3_XShift, Strip3_YShift, Strip4_NCC, Strip4_XShift, Strip4_YShift, Strip5_NCC, Strip5_XShift, Strip5_YShift, Strip6_NCC, Strip6_XShift, Strip6_YShift, Strip7_NCC, Strip7_XShift, Strip7_YShift, Strip8_NCC, Strip8_XShift, Strip8_YShift, Strip9_NCC, Strip9_XShift, Strip9_YShift, XShift, YShift
1, 0.9891692399978638, 6, 0.9753347039222717, -6.997953490467225, 8.000251447812621, 0.9794475436210632, 0.9994492067369549, -1.9982676647111361, 0.9817123413085938, 0.9997689618928547, -1.0029625526334485, 0.9767647385597229, -0.00031779967267198117, -9.811128137471314e-05, 0.9793702960014343, -0.0010765985595924121, 2.0005097092858932, 0.9801731705665588, 0.9999535850114398, 2.0025733554568887, 0.9776641130447388, 0.0012613611842056116, 2.0013270077774337, 0.9775919914245605, -1.000965443336085, 1.9983878902069137, 0.9731309413909912, -0.9999359694335652, 1.0001268014984817, 0.9754830598831177, -0.0023529380526525756, 1.0002788941296785, 0.9756448268890381, -0.0023631502341174837, -0.003704473627635707, 0.9756167531013489, -1.999022089400512, 4.0011944314050325, 0.9750546813011169, -0.00046914294112809785, -1.001975940664579, 0.9647952914237976, 1.0017021730264872, -1.9897511618300427, 0.962672233581543, 2.0009690938775435, -1.0065627079181354, 0.9693356156349182, 5.004543399055024, -1.0087357073871885, 0.9776322245597839, 6.000998419227216, -0.0015474811003173272, 0.9754163026809692, 7.999743624940066, -0.9993149952838394, 0.9774274826049805, 1.0024437603861713, 0.00019290340514999116, 0.9766510725021362, -2.000404601731688, 3.0017329534710413, 0.9776068925857544, -1.0009303320200331, 1.996899269965752, 0.9782401323318481, -2.000432487263282, 0.9980171907504598, 0.9786596894264221, -2.000470547787458, -0.0008553374217257215, 0.9797207117080688, -1.000362454259502, 0.001006694275844211, 0.9757720232009888, -2.000258329545318, -1.0003441376973115, 0.9771031737327576, -0.9989439957962389, -0.0020807508267353114, 0.9712839722633362, -2.000091500617202, -1.0026496556326094, -16, 22
2, 0.9863335490226746, 7, 0.9773560166358948, -0.9990800918617282, 1.0006527276739234, 0.9789329767227173, 3.9990703677447073, 0.9993448214073055, 0.9789278507232666, 3.9993367710823833, 0.9979392653004311, 0.9770567417144775, 4.99945394761545, -0.000300773990829839, 0.9787240028381348, 3.999696808591679, -0.00016930822852145866, 0.9758621454238892, 6.000178375209472, -1.9987296493905546, 0.9749306440353394, 4.002395387441084, -4.999847780474624, 0.9773097634315491, 1.0016831495358929, -5.995259343077407, 0.971332848072052, -1.000476426402102, -6.99904832173155, 0.9744766354560852, -2.000850115285914, -7.002970583262538, 0.9741387367248535, -3.0014097865897895, -7.00109735740341, 0.9770917892456055, 0.00022627719228296428, 0.9986928021982493, 0.9769991636276245, -2.9994561915036115, -5.998886845865172, 0.9713984727859497, -0.9978151357439771, -4.9897996562391995, 0.9680960178375244, 2.0005925176900377, -3.994096746117691, 0.9653996229171753, 5.001915384155694, -2.002387537500624, 0.9769155979156494, 3.9991902424996937, 1.9975555593060221, 0.9749504327774048, 3.000236580698811, 3.998226021265168, 0.9757941961288452, 1.0008892826038505, 5.99903709762134, 0.9735432863235474, -1.0003410305188822, 1.001234251620005, 0.9769021272659302, -0.9990898856239596, 1.9928503574883223, 0.9778837561607361, -1.0014012189275974, 0.9969113104834832, 0.9797574281692505, -2.000436076299394, 0.9994140549420365, 0.9803785681724548, -1.0012714644658445, 2.000686499299775, 0.9764781594276428, -0.0020972914071251125, 2.000444387009537, 0.9768947958946228, 0.9992005886482076, 1.9996695193426035, 0.9772152900695801, 0.0006020958099668405, 1.9958807298608292, -12, 7
3, 0.9904703497886658, 8, 0.9740479588508606, -1.999468281382974, 5.000696011714195, 0.9825118184089661, 0.9986727045339308, -0.000770715620745932, 0.9815157651901245, 0.9986130228670902, -1.0020046035073165, 0.981293261051178, 0.9984177576528737, -2.000598185034562, 0.982654869556427, -0.0007870919098849072, -2.0010096576235696, 0.9816973209381104, -0.0024287699145588704, -1.9994533140267663, 0.9788585305213928, -1.0007439177254724, -2.0012895248237896, 0.9795768857002258, -0.9999763919027771, -1.0030401364522277, 0.9784152507781982, -1.0022354818741803, 0.9975051985634309, 0.9784983992576599, -1.0001183925419355, 2.996374139570662, 0.9749351739883423, 2.5670026474244878e-05, 3.9959344798936627, 0.9763165712356567, -1.999404055755008, 3.9988070392314867, 0.9805102944374084, 1.998702705026048, 4.999199301860926, 0.9791063070297241, 3.9990206177988625, 7.999101728595917, 0.9737282395362854, 5.002555730245874, 9.003919748730652, 0.9726136326789856, 6.00527508843021, 11.002758680095667, 0.9745089411735535, 7.000739679645122, 10.991508982833864, 0.9806069731712341, 6.999940602668602, 11.000119055399011, 0.9802089333534241, 6.999171184411978, 10.999698916539955, 0.9792382121086121, -0.9987883451263286, 3.002063761125271, 0.9798892736434937, -0.999552790947007, 1.9981166386303926, 0.9799495935440063, -1.0008057748183035, 0.9989772941317483, 0.9835055470466614, -1.999171982820073, 1.9961486846590475, 0.9833790063858032, -1.0005578743825652, 1.9992829352998456, 0.9825749397277832, -0.9989399067711133, 1.0007444879912555, 0.9809074997901917, 0.9998138779045291, 0.9988896861445369, 0.9781723618507385, 0.9998809947694127, 0.9969797139806076, -9, 0
4, 0.9889309406280518, 9, 0.9769834876060486, 1.9995081512233668, -5.999490249082076, 0.9808049201965332, -0.0013726330777359408, -0.001324002723151807, 0.9813228249549866, -0.0016950307877579007, 0.997068507833319, 0.9794601798057556, 1.0008641984681503, 2.0002766622110357, 0.9824161529541016, 0.9994710558354285, 4.0002673629190895, 0.981843888759613, 1.9980921339413413, 4.000148842633223, 0.9795755743980408, 1.9998140813440415, 2.0000385940028877, 0.9766919612884521, 1.0013371695379476, 1.9939007330548293, 0.976561427116394, -0.0007927385599657555, 0.9984626335127587, 0.9794054627418518, -1.0019007266027558, 0.0009273078163118953, 0.9808372259140015, -2.0015098984406023, -0.9997624202586053, 0.9802404046058655, 1.001751917736442, -6.9979781928777385, 0.9814109206199646, -3.0000546887414714, -1.0024595010784765, 0.980625569820404, -2.9969713131386726, 1.0038549650428195, 0.9769956469535828, -1.9984254518716114, 1.9989174003217158, 0.9701447486877441, -0.9954832062187648, 4.006978425827469, 0.9805272817611694, -1.00068005830299, 5.992601862015192, 0.9804683327674866, -2.000002625222322, 7.999918939181839, 0.9800172448158264, -3.9999241188398003, 10.001300177789517, 0.9755499362945557, 1.0017263393141178, -6.999713730246469, 0.9805389642715454, 1.000597620365653, -8.000871354905001, 0.9832364320755005, 0.9999446075730418, -6.997485255353936, 0.9838064312934875, -0.0007282967773392102, -6.002743203291033, 0.9837298393249512, 0.0006679751210754148, -5.999480978646346, 0.9795738458633423, -0.002454006888655158, -5.000985720278095, 0.9806263446807861, -0.9990789662604698, -2.998910008936093, 0.9722586870193481, -1.0018541156605636, -1.9976258118441592, -3, 6
5, 0.9894663095474243, 10, 0.9830862283706665, -1.0006017683062538, -5.997898198541424, 0.9822877049446106, 1.9998007007928607, -1.000309201966644, 0.984708845615387, 2.0005416155661777, -0.0030083721326832347, 0.9819737672805786, 2.001088649642867, -0.00020286300900806964, 0.9838576912879944, 1.0000997855494091, 0.9989022712182987, 0.9836814999580383, 0.9976240431847998, 0.9978405859654913, 0.9801174402236938, -0.9990980600494908, 0.9999307631671286, 0.983578085899353, -2.0008442426012607, 1.994956182367389, 0.9785259366035461, -4.0007285281354825, 2.9990727492244673, 0.9799371361732483, -4.996662517145083, 4.996921098199493, 0.9833081364631653, -5.001697334808227, 5.995229932252926, 0.9832914471626282, -2.000219656240972, -6.996749225716194, 0.9825483560562134, -6.000825473417194, 6.999048911998216, 0.9813734292984009, -5.99948736344129, 8.005046522395673, 0.9771134853363037, -4.999992318472394, 9.999098350638803, 0.9626857042312622, -4.000779979177167, 10.006995530862525, 0.9768368601799011, -3.0021729118269604, 9.98818357900717, 0.9837454557418823, -1.997998826042334, 8.99941725027395, 0.9829719066619873, -1.0019415948614778, 8.997629976057397, 0.979104220867157, -2.00149847376062, -7.003035432410968, 0.981665849685669, -2.998664598438637, -8.00147602331046, 0.9843786358833313, -2.9992080737297186, -7.998688391926976, 0.9847688674926758, -3.0003068174792276, -7.002505003082689, 0.9842330813407898, -2.000656402791293, -4.999430603061825, 0.9838062524795532, -2.0000332019802727, -4.001573176288645, 0.982326090335846, -0.9977189166170604, -3.0001114390389603, 0.9804499745368958, 1.1284342491535426e-05, -1.9992930464277379, -4, 11
6, 0.9896374940872192, 11, 0.9830502271652222, 0.0025080050810544208, -7.001027885018004, 0.9833776354789734, 5.001459321839988, -4.9996149478600955, 0.984489917755127, 4.000476704107712, -3.9990028707752288, 0.9840478897094727, 2.998967193443889, -2.0019226346084906, 0.9846125245094299, 1.9991008893811255, -1.000085370167369, 0.9849167466163635, 1.000232332505135, -0.0003383686133702213, 0.9820964932441711, -0.0019912323436699353, -0.0027460456497010455, 0.984520435333252, -1.0021500024558634, 0.0010753182143048434, 0.9810702800750732, -0.9993857395238024, 1.0007653330038124, 0.9834171533584595, -1.0022890696986764, 2.000833390131902, 0.9841952919960022, -2.0000028413028446, 2.9977711444097963, 0.9842555522918701, -0.0006755471365664789, -8.000725796593713, 0.9818271398544312, -2.0002538339919624, 3.0007906079911777, 0.9805727005004883, -1.998011747967837, 4.003879176011935, 0.9787159562110901, -0.998166794905174, 4.00325720342687, 0.9756463170051575, -0.0008870664700282305, 4.999815179743848, 0.9838650822639465, 0.0015760078610611572, 4.994347844287233, 0.9841794967651367, 0.9992266696668395, 6.00086124958591, 0.9845791459083557, -0.9999978516481463, 7.000194434431705, 0.9759566783905029, 0.0024653112989341253, -8.002097659280892, 0.9838436841964722, 0.0006769625116902489, -9.002374618815168, 0.9858307242393494, 1.0007760163436927, -8.999546925531462, 0.9853736162185669, 1.9995055333616847, -9.002548002139491, 0.9840058088302612, 3.998881284535102, -8.000103095950863, 0.9842048287391663, 4.999029748213047, -8.000472894682872, 0.9846535921096802, 5.998876864990521, -6.996760570657358, 0.9823076128959656, 4.00105915422931, -6.0001755827337035, -12, 8
7, 0.9913415908813477, 12, 0.9839552044868469, -4.998872836542191, -5.998723353013407, 0.9851526618003845, 2.9994546466133443, -0.9979973383451579, 0.9857320785522461, 2.9996287544948927, 0.00016136619581175182, 0.9849928021430969, 2.999898298099552, 0.9990402314676885, 0.9856037497520447, 1.999942755214576, 1.999298177580556, 0.9844120740890503, 1.0004850713388436, 1.9984597139773541, 0.9802736043930054, -1.0000173021948058, 1.9996770851007568, 0.9834775924682617, -2.0019957011277825, 0.9979424537473847, 0.9814375638961792, -4.000840757429259, 0.9969797367369324, 0.9833365678787231, -5.000599953003814, 1.0000228945409049, 0.984630823135376, -6.998724889755806, 0.9963381470282684, 0.9851194620132446, -4.001573197386847, -5.001071367013907, 0.9845883846282959, -7.000070467220695, 0.0010510295766152922, 0.9836036562919617, -6.997819872665858, 0.008120803382553277, 0.9765859246253967, -4.99921149692662, 0.9938312549812167, 0.9733328223228455, -3.9983496508411633, 0.9934402041192811, 0.9848421812057495, -1.9988809346032497, 1.9950708331590477, 0.9857093691825867, -0.9982596130573853, 1.9997909339849684, 0.9861321449279785, -1.000862626345338, 3.0023540871046634, 0.9822709560394287, -3.9992547144939294, -3.9978446376136105, 0.9843930602073669, -2.9985244631678114, -3.0033098991250853, 0.9846231937408447, -2.998807289104235, -1.9999202352217083, 0.9864498376846313, -1.9992302759632423, -1.000624085947166, 0.9856597185134888, -0.0014821631142609704, -0.9991126982815501, 0.9852888584136963, 0.9979128978847598, -1.0005975533628941, 0.9849846959114075, 2.0022014819882656, -1.0000877342798447, 0.9812924265861511, 2.9998204781535804, -0.998840694907841, -14, 11
8, 0.9900122880935669, 13, 0.9835765361785889, -3.9990840123148104, -5.003028785933072, 0.9845958948135376, -1.0002595576687696, -4.001545454163988, 0.9852893948554993, -0.0008962348878185367, -1.99997212461966, 0.9846752882003784, 0.0017137442495851474, -0.002738757731435726, 0.9859685301780701, 0.0001371365836178029, 0.9992922561808655, 0.9859357476234436, 0.0009453948071040941, 1.9991585568166101, 0.9819295406341553, -0.000792409698163965, 1.9984310111558443, 0.9837760925292969, -0.0024261647364482997, 0.9990905254705353, 0.9799193143844604, -1.0004421593797872, 0.9981871297406997, 0.9830247163772583, -0.997976650367093, 0.003134505040577551, 0.9873403906822205, -9.048197753713794e-05, -0.9995811274573043, 0.983212411403656, -4.000345402509765, -7.000681640542609, 0.9857366681098938, 1.9981757423532258, -1.9994667978279494, 0.9793969392776489, 2.997469134800255, -2.9908377969193225, 0.9740325212478638, 4.004102673004013, -3.9962829255612746, 0.9757028818130493, 5.004066485176921, -4.999392672517274, 0.9857842326164246, 4.999882361049629, -4.9993075356318855, 0.9849507808685303, 4.000020579613448, -3.001636140585788, 0.9848836064338684, 2.9987898426852553, -1.9983915751964787, 0.9829251766204834, -4.001499005830539, -9.00155562958659, 0.985758900642395, -3.998638989211244, -10.999447603278497, 0.9863784313201904, -3.998233607227803, -11.000169146396559, 0.9868389368057251, -3.9993026803257834, -11.001630129593394, 0.9829680323600769, -3.0021789333471958, -10.999385157521147, 0.9831156134605408, -2.0031480235174257, -10.001955103715602, 0.9845279455184937, -1.999493353336021, -7.997374450920603, 0.9811379313468933, -1.9996469855295942, -6.999723403625239, -11, 14
9, 0.9929865002632141, 14, 0.9829292893409729, 1.0018823829546903, -4.001730019832358, 0.9859304428100586, 1.9992972659804735, -0.003152512552674125, 0.9864668250083923, 3.0007753334215295, -0.00038409182781151685, 0.9859022498130798, 3.000137818532693, -0.0010542447506054486, 0.9864808917045593, 2.0008729830681773, 0.0015775041712799975, 0.9860655665397644, 1.000501994023324, 0.001343358850022014, 0.981663167476654, 1.130658806403062e-05, 0.0005505423856675407, 0.9827908873558044, -1.0020749845293722, -0.9993669044685021, 0.9809832572937012, -1.9980600682510925, -0.002024027137736084, 0.9858582019805908, -1.9995254352060954, -0.0001990068987538507, 0.9832777380943298, -1.0010079725703491, -0.003930160614402212, 0.9849561452865601, 0.003931030797787116, -4.000865331203045, 0.984972357749939, 0.0005748908179441514, -0.0039136658078291475, 0.9844027757644653, 1.0026925539945495, 0.008435304069507765, 0.9790627956390381, 3.0031804564302007, 0.0029504042703365485, 0.9765415787696838, 4.005579854082214, 1.004244919016287, 0.9863566756248474, 4.996977283628297, 1.9984785378685501, 0.9864133596420288, 4.999343869101679, 3.999375038644189, 0.9866116046905518, 3.998756157142367, 5.001147793701307, 0.9841235280036926, -0.9998929590899053, -3.0022389145336703, 0.9850177764892578, -1.9997097408592737, -3.002121352645773, 0.9853609204292297, -3.0003854741080573, -1.9981919780711763, 0.9873701930046082, -3.999263802087114, -0.9996633126283143, 0.9854350090026855, -3.000688523903193, -0.9975955223447954, 0.9854783415794373, -2.001966892656526, -1.0017762419254268, 0.9850145578384399, -0.9968149452192563, -1.000790870154276, 0.9830567240715027, 1.0003887717571445, -1.000742208719629, -7, 3
10, 1, 15, 1, -8.59628285496683e-05, 0.0008916226986492859, 0.9999999403953552, 0.00031957108302549386, -0.0016496558556582386, 0.9999998211860657, 0.0005679732277599214, -2.1493296969765652e-05, 1.000000238418579, 0.00021771047090624052, -2.4592080933416582e-05, 1, -0.00044946703435755353, 0.00025635220015374216, 0.9999999403953552, -0.00035283153674470213, 0.0007705897534719952, 1, 0.0001626395078915266, 0.0001530698340843628, 1.0000001192092896, -0.0007628605452225656, -0.0016786294534085755, 1, 0.0002666066325502925, -0.0005283416348902392, 0.9999999403953552, 0.0004008379123376926, 0.0008991741400450337, 0.9999999403953552, 0.00034742853272007324, -0.0006167852949943153, 1, 5.918533791771097e-05, -0.00017914646851835414, 0.9999998807907104, 0.0006924685659299712, -0.0005281565088353091, 1.0000001192092896, 0.00037523315299381466, 0.006308348860386559, 1, -0.0001001759398491231, 0.002257097802385033, 1.0000001192092896, 0.0006939282244218248, -0.0005822786594649187, 1, -5.121445512656919e-05, -0.0009702481780777816, 1, 0.00030122676018606853, 0.00041249405967391795, 1, -0.0003890979893270696, 0.0020147103913359388, 0.9999997019767761, 0.000137776284432789, 0.0014731062285235907, 0.9999999403953552, 0.0004579491356082599, -0.00284420135540131, 1.0000001192092896, 0.00022857586940006058, -0.000777714336607005, 0.9999999403953552, -0.00041374602008659167, 4.472794114462886e-05, 1, -0.0002098197199416063, 0.001009010814669864, 0.9999999403953552, -0.0001990324122829179, 0.0005598805603881374, 0.9999999403953552, 0.00012288077623168192, -0.0014898430073060354, 1.0000001192092896, -0.00041588771252065726, -0.0004947089802556093, 0, 0
