FrameNumber, NCC, OriginalFrameNumber, Strip0_NCC, Strip0_XShift, Strip0_YShift, Strip10_NCC, Strip10_XShift, Strip10_YShift, Strip11_NCC, Strip11_XShift, Strip11_YShift, Strip12_NCC, Strip12_XShift, Strip12_YShift, Strip13_NCC, Strip13_XShift, Strip13_YShift, Strip14_NCC, Strip14_XShift, Strip14_YShift, Strip1_NCC, Strip1_XShift, Strip1_YShift, Strip2_NCC, Strip2_XShift, Strip2_YShift, Strip3_NCC, Strip3_XShift, Strip3_YShift, Strip4_NCC, Strip4_XShift, Strip4_YShift, Strip5_NCC, Strip5_XShift, Strip5_YShift, Strip6_NCC, Strip6_XShift, Strip6_YShift, Strip7_NCC, Strip7_XShift, Strip7_YShift, Strip8_NCC, Strip8_XShift, Strip8_YShift, Strip9_NCC, Strip9_XShift, Strip9_YShift, XShift, YShift
1, 0.9934198260307312, 1, 0.9833346605300903, -4.997970512281938, 0.9977261865957487, 0.9879712462425232, -2.000700219418732, -1.9998360413558771, 0.988118588924408, -1.9976173157717625, -2.997668277798539, 0.985738217830658, -2.997817487009854, -4.001236895455065, 0.9853589534759521, -4.999148731897179, -2.9997420118291416, 0.9863783121109009, -7.000380853433015, -1.9968041713304956, 0.985978901386261, -5.001517670612984, 2.0008803787867464, 0.9852384328842163, -5.000654540200884, 0.9990228985847409, 0.9856758117675781, -5.00003094935073, 0.0010642442826593879, 0.9849851727485657, -3.9999142577981814, -0.002851400461082676, 0.9877469539642334, -1.9997316782075671, 0.9988650914552863, 0.9864787459373474, 0.9996158939159443, 1.0000042239633729, 0.9881876707077026, 1.9998847455274245, 0.9994784241317234, 0.9887876510620117, 1.999497523272126, 0.0007433543599404402, 0.9872339367866516, -0.9994545738132246, -0.9988771643214704, 61, -29
2, 0.9929584264755249, 2, 0.9829096794128418, 2.999143605630877, -1.0001533419589208, 0.9862568974494934, -2.00021787246159, 1.0005765834918634, 0.9838623404502869, -0.999532406309001, -0.9960389579339335, 0.9859282374382019, -1.9999232195571608, -2.0005073230122434, 0.9858006238937378, -2.9990777898576653, -2.999317048437092, 0.9865971207618713, -5.000433024207666, -1.9993683021293691, 0.9860039353370667, 3.000171786820559, -0.0017824618156012662, 0.9853536486625671, 1.0011964013878725, -2.0010139250567534, 0.9859882593154907, 1.0009159817673208, -3.999234353519057, 0.9865557551383972, 1.9995075796342974, -4.000352122756823, 0.9880644083023071, 3.999849433358108, -3.0003126467351535, 0.9877640008926392, 4.001261634545202, -2.00020478838303, 0.9873159527778625, 3.0005089515905468, -0.0005459890248857846, 0.9888370633125305, 0.0007560972794067311, 1.001658271033989, 0.9878596067428589, -1.9981746639496123, 1.9996545641182024, 43, -30
3, 0.9923514723777771, 3, 0.9845468997955322, -2.000085073783282, -0.002188939084167174, 0.9870007634162903, 1.000410672245252, -0.00019094888330073445, 0.9833168387413025, 1.0018076198037278, -0.9963613896472907, 0.9842463731765747, 0.0010642005076135774, -1.001830323276522, 0.9847073554992676, -0.9994044486688551, -0.0013594580818789836, 0.9860407710075378, -1.0009287221695615, 1.000147485350908, 0.9864826798439026, -4.00087625211944, 1.0000189282308511, 0.9836363196372986, -4.999919732012302, 0.9984713968023016, 0.9861196279525757, -5.9993899807117685, 0.9995604841622026, 0.9849307537078857, -6.99901237038128, 0.9989649674735404, 0.9876458644866943, -5.000368136573968, 0.999591365698052, 0.983735978603363, -1.9996715547302557, 0.9986977033270534, 0.9872899055480957, 0.999533262012136, 0.0015958124734538615, 0.9883105754852295, 1.0002553957855014, 0.9999361029746296, 0.9875760674476624, 1.0006594154178856, 0.9997509823655264, 40, -29
4, 0.9939917325973511, 4, 0.9861745834350586, 1.0002373214666989, -0.001286718590872482, 0.9881168603897095, -0.9996115193005153, -0.00044760613513972203, 0.9885404109954834, 0.0009628304803896981, -0.9960181623808921, 0.9841225743293762, 0.0011472179956371065, -1.0021709921242632, 0.9850093126296997, -0.9983459958034473, -0.9979364404852618, 0.9850283861160278, -2.00004964523481, 0.9991829510710204, 0.9859164357185364, 0.9992577242784648, 0.0004817939828569706, 0.9837307929992676, -1.9991790456165575, -0.001430368770570567, 0.9867002367973328, -2.9995469212579167, -0.00011083709841841483, 0.986459493637085, -2.9999710170808527, 0.0005065820325000914, 0.9884326457977295, -0.9993900294625746, 0.0004884345632376608, 0.9839265942573547, 1.9990192786555383, -0.0007083649464902919, 0.987533688545227, 2.0006375927517297, -0.00024322189727854493, 0.9883629679679871, 0.001480372447659306, 0.9997083844235135, 0.9874501824378967, -0.9977740980479837, 0.999957847094322, 43, -35
5, 0.9922298192977905, 5, 0.9835195541381836, -0.001677952973480501, -4.998476417388286, 0.9875850677490234, 1.0011530489692717, 1.9977527904040926, 0.9821760058403015, 2.001362842664207, 0.0018861923568351813, 0.9838545918464661, 0.9996353030113454, -0.002211704645787904, 0.9865022301673889, 0.0011829082691434678, 0.0012453434786721118, 0.9861075282096863, -1.0010214854572865, 2.001158018364322, 0.9869319796562195, 0.0004802419355200982, -4.000528133077182, 0.9844483733177185, -1.0005209986928065, -4.001543574827281, 0.9845668077468872, -1.9991957278716939, -4.001288928082886, 0.9875528216362, -2.999624906381797, -4.002755539959793, 0.9886623620986938, -3.0006970961195947, -3.9995437449680935, 0.9860411286354065, -2.0002656249755546, -1.999005547682117, 0.9874953031539917, -4.57750195579365e-05, 0.0009392903136244968, 0.9883689284324646, 0.9999294790669921, 2.002165069672003, 0.988795816898346, 1.0003492001070953, 3.000029554320065, 49, -29
6, 0.9919188022613525, 6, 0.9839271903038025, -2.998495216243498, -5.003301929358354, 0.987289309501648, -2.0001917967072558, 0.9998448532136308, 0.9838166236877441, -2.998564173772138, 0.9995269720820374, 0.9847617745399475, -1.9981222388870634, 0.9980916829697435, 0.9833728075027466, -3.000429402295822, 1.001827063950202, 0.9849298000335693, -4.001303463892924, 2.0002928602546604, 0.9867631793022156, -2.9997410514687317, -4.998597396901879, 0.9870212078094482, -4.001525721958117, -5.999276764043003, 0.9860749244689941, -4.001470222229244, -5.99850105260181, 0.9873073697090149, -3.0000645183080366, -4.002290076887277, 0.9872801899909973, -0.0014539364618997297, -2.000260686915766, 0.9846633672714233, 2.999917229120001, -0.9998553445844607, 0.9870189428329468, 4.9996554193008365, -0.00019923992891790476, 0.9892458915710449, 3.0003952459890826, 1.0013089388863818, 0.9878544211387634, 0.0009677530219107666, 1.0012455548573485, 53, -19
7, 0.9929765462875366, 7, 0.983930230140686, 3.9984977358353575, -3.0027570364906886, 0.9855863451957703, -1.9987831027702043, 0.9988954690755918, 0.981685221195221, -1.9996221462313457, 0.0023209808409205834, 0.9841304421424866, -2.000151826702208, 0.998027440204396, 0.9850766658782959, -3.9999508727326685, 0.9990386661231696, 0.9841033220291138, -5.999676542636891, 1.000687818225515, 0.9862271547317505, 2.0014337192335887, -2.001076298846016, 0.9843807816505432, 0.9991218952978187, -1.9995994483307982, 0.9834662079811096, -0.000900612984679583, -1.9988625675801472, 0.9844428300857544, 0.0008566603611654955, -2.0024179558558046, 0.9876498579978943, 0.9983129358654423, -0.9993746990645889, 0.9858170747756958, 1.9997761820866344, 0.0010423606520362227, 0.9859716892242432, 1.0008520656466402, -0.0003799252162934863, 0.9888219237327576, -0.0004085899514763014, 1.0013944036522275, 0.9874590635299683, -1.9990125562281094, 1.000825222622609, 40, -10
8, 0.9925314784049988, 8, 0.9840700030326843, -4.002465639262837, -5.001651772748065, 0.9854913353919983, 2.000296917206086, 0.9995226667990096, 0.9848266243934631, 4.001333185571127, 0.9996717392751293, 0.986709713935852, 4.001127910433638, 1.9976743066209792, 0.986330509185791, 3.002028020099189, 2.9995162589324877, 0.9865937829017639, 1.9992739060476907, 4.999935670134391, 0.9860596060752869, -5.00098214377843, -4.99870802191338, 0.9856104850769043, -6.000962319767822, -4.998252099937957, 0.9830671548843384, -5.001693922796605, -2.9987303067891276, 0.9858882427215576, -4.000813341778311, -3.0004706128244436, 0.9883069396018982, -2.0000805633514886, -1.999539717200605, 0.9868164658546448, -0.9992912893985988, -1.0004735888608423, 0.9865998029708862, 0.0003113142933415247, 0.00011563524654434332, 0.9891918897628784, -9.346083623995582e-05, 1.001599404826493, 0.9879589080810547, 0.0003775984249045905, 1.9993768329268278, 35, -7
9, 0.9937911033630371, 9, 0.9857702851295471, -1.9987305366424408, -1.002521682521099, 0.9847288131713867, -0.0005563657522884569, 7.592402187128755e-05, 0.9864130020141602, 1.0010616467962592, 1.9988269460532138, 0.9842410683631897, 0.0017010609373073748, 2.999886763591462, 0.9862180948257446, -0.9964920275318718, 6.00054747878346, 0.9860612154006958, -1.0008095566334134, 9.002158424161166, 0.9876101613044739, -1.9988467300942006, -1.0020532936128816, 0.9868707656860352, -1.9980242907734862, -1.000710977648481, 0.9860435128211975, -1.0021906198745398, -0.9989578723748025, 0.9852429628372192, -0.9988460896532416, -1.0005847457364325, 0.9879868030548096, 0.9981237258662503, 0.9987275503299884, 0.987405002117157, 1.999770810851004, 0.999645119722544, 0.9877117276191711, 2.0008117714166076, 0.0012733295166924563, 0.9895552396774292, 0.9992153937698731, 0.9996446172546598, 0.9890009164810181, -0.9988204515347121, 0.0005717139828220752, 37, 2
10, 0.9913971424102783, 10, 0.9839516282081604, -8.999958850737443, 1.0014836486549896, 0.9856683611869812, 4.999983598649536, 0.9990034817840865, 0.9842786192893982, 6.002254789933247, -0.9973850819587824, 0.9864203929901123, 7.999767735579368, -1.001135683065911, 0.9863182306289673, 8.000533724392852, -0.999250397079777, 0.986446738243103, 6.998702986327942, -0.998989565443992, 0.9865275025367737, -7.001217592623902, -0.001459993162981732, 0.9862649440765381, -7.00035623024425, -2.0009205857641064, 0.9854493737220764, -7.000687261447666, -2.9980745336281984, 0.9878063797950745, -7.998993178935166, -3.0003196977356765, 0.9878916144371033, -5.000179692548869, -1.001181508672346, 0.9859620928764343, -1.9996429482881126, -0.0010479449998683776, 0.9873210191726685, 0.0010196187384252653, 0.0005115161885385078, 0.9884412884712219, 1.0010759854056772, 1.002773752167002, 0.9880957007408142, 2.0012086488555383, 1.0005821387383094, 47, 14
