FrameNumber, NCC, OriginalFrameNumber, Strip0_NCC, Strip0_XShift, Strip0_YShift, Strip10_NCC, Strip10_XShift, Strip10_YShift, Strip11_NCC, Strip11_XShift, Strip11_YShift, Strip12_NCC, Strip12_XShift, Strip12_YShift, Strip13_NCC, Strip13_XShift, Strip13_YShift, Strip14_NCC, Strip14_XShift, Strip14_YShift, Strip1_NCC, Strip1_XShift, Strip1_YShift, Strip2_NCC, Strip2_XShift, Strip2_YShift, Strip3_NCC, Strip3_XShift, Strip3_YShift, Strip4_NCC, Strip4_XShift, Strip4_YShift, Strip5_NCC, Strip5_XShift, Strip5_YShift, Strip6_NCC, Strip6_XShift, Strip6_YShift, Strip7_NCC, Strip7_XShift, Strip7_YShift, Strip8_NCC, Strip8_XShift, Strip8_YShift, Strip9_NCC, Strip9_XShift, Strip9_YShift, XShift, YShift
1, 0.9908969402313232, 1, 0.9843647480010986, -4.999301834244079, -9.000601495579431, 0.9836198091506958, 1.998856056421971, 1.0010036542724947, 0.9807491898536682, 0.9985683824306761, 1.001733378025392, 0.982137143611908, -0.0012198309142945618, 1.0012999751300526, 0.9823156595230103, -2.0018701680276223, -0.001119997683758811, 0.9825462698936462, -3.00103010461838, 2.9996688564768874, 0.9836097359657288, -5.999418062835403, -3.001613599086923, 0.9811742305755615, -7.001409018930559, -4.997588418017983, 0.9820716381072998, -7.001877767861728, -3.9987092511721727, 0.9843373894691467, -6.999817976144911, -3.0000162962891466, 0.984628438949585, -4.001150072377953, -2.9993193197585697, 0.9816448092460632, -0.9993607927822694, -1.00033163009752, 0.9837912917137146, -0.0008060388457948875, -2.9989312891653412, 0.9824353456497192, 0.0012016280922182432, -1.9979652463405841, 0.9845483303070068, 1.9988067352620789, -0.9999789157976124, -65, -24
2, 0.9902142882347107, 2, 0.9840447306632996, 6.001014809429435, -9.999320736536479, 0.9834923148155212, -1.0009231545405584, 0.0016675923466209497, 0.978325605392456, -1.0021708260900084, 0.9995507740268295, 0.9782358407974243, -1.0003596388120144, -0.9979417609300185, 0.9815083146095276, -2.0005326660765093, -2.0019031192688885, 0.9819172620773315, -2.001337723095631, -1.9992735153037415, 0.9841327667236328, 4.000127178716099, -5.000685687538642, 0.9816538095474243, 1.9993946182810731, -2.999401926393489, 0.9835435748100281, -1.0008588262136016, -1.9995894079119978, 0.9848585724830627, -0.99901223437449, -1.9996396193213855, 0.9847277402877808, -0.00031411959788840704, -1.000230055318724, 0.9820038080215454, 1.00131723769222, 6.433992595589189e-05, 0.9823557734489441, -0.00020874583600516416, -0.9992206397970733, 0.9813489317893982, 0.999139795706256, -2.998291109366619, 0.9849991202354431, -0.001272167483591602, -0.9997105089696561, -70, -24
3, 0.9906896352767944, 3, 0.9847912192344666, -0.9996002782319096, -5.99987806210023, 0.984279215335846, -1.0012246760776549, 2.0012774190021787, 0.9831986427307129, -2.000839972379026, 4.999403225309322, 0.9778127074241638, -2.000562524074738, 4.001474414595293, 0.9812526106834412, -3.0022991525143112, 2.999218236164211, 0.9821138978004456, -4.000741337830249, 2.999835307234889, 0.9821252226829529, -4.9989538352487415, -4.000470882362869, 0.9831390976905823, -5.000198156405702, -1.9996997385061093, 0.9833642244338989, -6.000457381055199, -1.001048127280626, 0.9848957657814026, -4.999949085686794, -1.001038000786707, 0.9848814606666565, -2.0007030164590986, -1.9993770876607186, 0.9839233756065369, 0.001287247519726975, -2.000418710212159, 0.9841324687004089, -0.00020473568336853987, -2.9990925338476586, 0.9835653305053711, 0.0009996023574672108, -1.9999901842203371, 0.9844614267349243, -0.0003286638175268308, -0.001165895626911606, -68, -27
4, 0.9920022487640381, 4, 0.9822933077812195, -0.00026734146308626805, -10.001340568308088, 0.9846513271331787, -0.0007247866127926272, 2.0014603168461917, 0.9836394786834717, 0.0001849180406168216, 3.9994448526759356, 0.9823166131973267, 1.000266961372148, 6.000065454156186, 0.980618953704834, -0.9997382839694353, 6.997726631181251, 0.9824857711791992, -1.9994181303652425, 8.999052293387592, 0.9829660654067993, -1.001366061279981, -6.9994264199289375, 0.9834169745445251, -3.0006455193761212, -2.999784510584732, 0.9831835627555847, -4.0008963451826105, -1.0002355208472977, 0.9841087460517883, -4.000416590826774, -0.0012519021462367164, 0.9843668937683105, -2.0011169271445937, -0.000885357915763052, 0.9823055267333984, -0.9989728727933738, -0.000680338636527722, 0.984621524810791, -9.317320102297799e-05, -0.9998911149819776, 0.9846597909927368, 0.0005927681562241105, -1.9991089931993997, 0.9850687980651855, 0.00030269884221922894, -0.0011031309844611314, -70, -18
5, 0.9909750819206238, 5, 0.9832295775413513, 5.000307427491649, -7.000720714068613, 0.9822680950164795, -3.0000514717376063, 3.998860885818601, 0.9838471412658691, -3.0016920895090777, 4.999282988820312, 0.9818089604377747, -4.001306005324935, 5.000583561280052, 0.9805085062980652, -6.001252656321839, 3.999476411974001, 0.9823872447013855, -7.000683039593028, 4.000080637904148, 0.983406662940979, 1.0002616745801163, -7.997873668786227, 0.983076810836792, 0.9978788585074767, -4.997345750563113, 0.9835494160652161, -1.000262237056063, -2.9997605247319825, 0.9835054874420166, 0.0001709583887361532, -2.9996741570954555, 0.9832204580307007, -0.0003123840364338548, -2.0000802480947186, 0.9819895625114441, -0.999392913811576, -1.0007322013599662, 0.983665943145752, -0.9995766717205896, -1.0002539867325595, 0.9817994832992554, -0.0006134647256317294, -2.0005324014582584, 0.9843826293945312, -0.9996038457399266, 0.9983308210329938, -73, -9
6, 0.9913918972015381, 6, 0.982090950012207, 0.9998722471459587, -8.000797301652668, 0.9832603931427002, -3.001192826659917, 4.997974888464228, 0.9820451140403748, -3.0011881100024027, 5.999356008218797, 0.979979395866394, -3.0002369945310647, 7.000732209203761, 0.9793054461479187, -4.0012750448526475, 6.998403130895724, 0.9802815914154053, -4.999598740905782, 9.000391773985257, 0.9827077388763428, -2.000503013556127, -7.999151174973051, 0.9815905690193176, -4.0005372757958355, -5.998508731605384, 0.9817582964897156, -6.000473833835329, -2.999707471159354, 0.9831768274307251, -4.999129986868027, -3.000436061110321, 0.98349928855896, -3.0010767490458505, -3.0000957743187655, 0.9816970825195312, 0.0001239569063500312, -2.000535597396805, 0.9824038743972778, -0.0007013733433609559, -1.999443248375428, 0.9815479516983032, 1.0001976680060238, 0.0006634760844121956, 0.9823761582374573, -0.0019112331700341656, 1.9994366780046562, -83, -3
7, 0.9909934997558594, 7, 0.9816907048225403, -1.0001736799740542, -5.000497557453773, 0.9807498455047607, -2.0021239484287037, 4.0009963806012365, 0.9815312623977661, -3.001332412723116, 6.000367604445557, 0.9786261320114136, -3.001047485537214, 8.999819998105409, 0.9794151782989502, -3.9994018543612384, 8.999128141392418, 0.9803973436355591, -3.000589162254812, 10.998664043149347, 0.9819130897521973, -3.0013024171264533, -2.999070750542387, 0.9804803729057312, -5.00137651253236, -1.0008313495160763, 0.9822883605957031, -6.0001596555496945, -1.0007148768705747, 0.98119056224823, -2.0004144995785964, -3.998916493429874, 0.9798640608787537, -2.000697755594331, -0.9997386202103371, 0.9794625043869019, 0.9987196852291476, -3.999273325888737, 0.9793446660041809, -1.0010597837460296, -2.999049595082141, 0.9796497225761414, 0.00046041552734266133, -1.99917411951418, 0.9806768894195557, -0.001734178165747835, 1.9980669004786478, -87, 9
8, 0.9903599619865417, 8, 0.9809719324111938, 2.9995249090826377, -4.998783631193618, 0.9810847043991089, -3.0000098262725174, 6.001175180335849, 0.9808447360992432, -2.0004195689926263, 8.999713074508236, 0.9788724184036255, -1.9998919239693862, 11.001095319815875, 0.9773650169372559, -1.9984938763410867, 9.9994205737853, 0.978247344493866, -2.0002928675260847, 11.999214143213294, 0.9819445013999939, -1.9997565858189006, -3.9993922424706128, 0.9803734421730042, -3.0016535621028027, -2.999900524512924, 0.9819913506507874, -5.999270417338735, -1.0010358088756703, 0.9826403260231018, -3.9998277493893397, -0.999706089719723, 0.9771009087562561, -2.000633353884467, -2.0003656696919165, 0.9789776802062988, 1.0005054834273892, 8.915375633478106e-05, 0.979758620262146, 0.9989716014227525, -0.00018706236261323284, 0.9793234467506409, 0.002109553687944299, 3.000293376002446, 0.9791298508644104, -6.761513074593495e-05, 2.9991739108288584, -92, 20
9, 0.9915201663970947, 9, 0.981773316860199, 0.00010822048766101489, 1.9997661920663923, 0.9812701344490051, -2.0000498533627535, 1.0001444184962907, 0.9807443022727966, -2.999997413581582, 3.0004951730020935, 0.9770251512527466, -0.9996556441987963, 4.001038639178432, 0.9803764820098877, -0.0005174122517388469, 3.999767760404154, 0.9738751649856567, -0.00033262414206092217, 5.000341212587898, 0.981288731098175, -3.999684585292499, -0.0003513109137074366, 0.9812776446342468, -2.000949545025989, 1.0012755800626394, 0.9822462201118469, -2.0007442653431724, 1.9993816989925648, 0.9810248613357544, -2.9992683226063406, 2.999703200684479, 0.9812287092208862, -1.0012633134738707, -2.9987847891986803, 0.9808796644210815, 1.000010057634242, -3.000703693323885, 0.9797852039337158, -1.001613041726955, -3.999058747498111, 0.976204514503479, -0.9993746822402159, -4.999547082992535, 0.9801640510559082, -2.000084615703827, -2.000951533526802, -92, 27
10, 0.9916738271713257, 10, 0.9827808141708374, -2.00010392754173, -0.0007213700125134892, 0.98063063621521, 0.9988012651880638, 1.0001095122609627, 0.9807496666908264, 2.000156881852888, 2.998781993829425, 0.9770578742027283, 3.001289257923446, 2.999892367697555, 0.9811217188835144, 2.0002084073297652, 0.9999504881432131, 0.9828066825866699, 0.0007698030409528656, 1.000081759397915, 0.9817792773246765, -4.999740542921359, 0.0002747513536220936, 0.9795593023300171, -3.001350021978226, 1.0011964265214601, 0.9821944832801819, -3.0014743266613806, 1.998286685757904, 0.9812828302383423, -3.0007700575977196, 4.9993489596314475, 0.9789382219314575, -3.0001826656201303, -0.00016158748010752788, 0.9807277321815491, 0.00040810999266227554, -0.0006019174159632712, 0.9813113212585449, 0.9989600393476792, -2.9993747701516327, 0.9810953140258789, 3.000862225763399, -2.0000831544829794, 0.9808260798454285, 3.0003490725669906, -0.9990610413714194, -90, 39
