FrameNumber, NCC, OriginalFrameNumber, Strip0_NCC, Strip0_XShift, Strip0_YShift, Strip10_NCC, Strip10_XShift, Strip10_YShift, Strip11_NCC, Strip11_XShift, Strip11_YShift, Strip12_NCC, Strip12_XShift, Strip12_YShift, Strip13_NCC, Strip13_XShift, Strip13_YShift, Strip14_NCC, Strip14_XShift, Strip14_YShift, Strip1_NCC, Strip1_XShift, Strip1_YShift, Strip2_NCC, Strip2_XShift, Strip2_YShift, Strip3_NCC, Strip3_XShift, Strip3_YShift, Strip4_NCC, Strip4_XShift, Strip4_YShift, Strip5_NCC, Strip5_XShift, Strip5_YShift, Strip6_NCC, Strip6_XShift, Strip6_YShift, Strip7_NCC, Strip7_XShift, Strip7_YShift, Strip8_NCC, Strip8_XShift, Strip8_YShift, Strip9_NCC, Strip9_XShift, Strip9_YShift, XShift, YShift
1, 0.9917368292808533, 1, 0.9890887141227722, -7.9986611171893855, -11.000743454428566, 0.9885298609733582, 1.0006134688175763, 0.9999473067806548, 0.9855072498321533, 0.0021054867753775852, 0.9995704471447198, 0.9884878993034363, -0.0004576760614156683, 0.9962921746340498, 0.9899196028709412, 0.00038427395548978893, -0.0005967648207843013, 0.9809996485710144, -0.9994385476148722, -0.0008799649916682029, 0.9898249506950378, -9.000103634844393, -8.000750789880705, 0.9897401928901672, -10.000108125643948, -8.001254043742762, 0.989701509475708, -10.000781043116547, -7.999787843784901, 0.9874944090843201, -10.000167937192401, -7.000755110374769, 0.9860130548477173, -9.000833973795793, -5.002135913151392, 0.9885018467903137, -7.999694294174333, -4.001396990308734, 0.9863174557685852, -4.999976303458766, -2.9990639670363635, 0.9864357113838196, -1.000615176986969, -1.9998015130659041, 0.9878897070884705, 1.0016257371364503, -1.0012260943211686, -52, -36
2, 0.9926210641860962, 2, 0.9902964234352112, -4.997542831554497, -5.001008074415228, 0.9887434244155884, 2.0001048494994507, 2.001101108518867, 0.9868894815444946, 1.999405343153569, 2.9993142822598315, 0.9887719750404358, 2.000150928648111, 2.9980483281826764, 0.9894326329231262, 4.000202961760451, 2.0005906644826155, 0.9824861884117126, 4.998846805337109, 3.001229360065338, 0.990427553653717, -5.001488128345272, -2.0002851267512654, 0.9902199506759644, -6.000369348850626, -2.0004596627172333, 0.9900509715080261, -6.000288932086036, -2.0008591301080685, 0.9888308644294739, -5.998764514435663, -3.9988122214051884, 0.9860192537307739, -4.999914050316079, -4.00165360256284, 0.9884405136108398, -3.9992031761330793, -3.9990469002129885, 0.9871085286140442, -2.002945299676256, -2.9989918944930594, 0.9880833029747009, 0.0008176338329661803, -0.9999880440499282, 0.989435613155365, 2.0002997935204405, 0.9984505979013534, -47, -37
3, 0.9920461773872375, 3, 0.9895902276039124, -5.998171348416847, -11.001330642313842, 0.9887591004371643, 1.0002500179384555, 2.0001270348858498, 0.9861759543418884, 1.0004035070250978, 3.0004890281130088, 0.9882271885871887, 0.0003384551588823115, 3.001239335582625, 0.9908137321472168, 0.0020349248318893842, 3.0003455711027414, 0.9837824106216431, 0.9986633616239544, 2.0022052191868056, 0.9907246828079224, -6.999714767456808, -8.999181130021462, 0.9899758100509644, -7.999451919807669, -8.000231643247233, 0.989679753780365, -8.000191720862802, -7.000340889809692, 0.9870728850364685, -7.999971666793002, -6.999721983040558, 0.9874025583267212, -7.9995250650306104, -6.001866678520088, 0.9887750148773193, -6.999299169497846, -4.998802776931029, 0.9871944189071655, -4.000804846321017, -2.999201018676075, 0.9891926646232605, -0.9997130710870863, -0.9997857509530377, 0.9891877770423889, 1.0009196316056972, -0.00026679118383299283, -37, -33
4, 0.9907050728797913, 4, 0.9893689751625061, -16.999413378404412, -13.001338851798984, 0.988283634185791, 1.0000783173759231, 1.0018636553198803, 0.9872698187828064, 1.001437952032319, 1.9997130780247971, 0.9900168776512146, 1.0005930507149827, 1.9986997938006539, 0.9898957014083862, 1.0010766837705063, 1.0007855594839725, 0.9831461906433105, 0.0015350164739516003, 1.0003331890316076, 0.990764856338501, -16.00078160710143, -9.999310379288566, 0.9904226064682007, -16.00038683029858, -9.001046779221696, 0.9892726540565491, -15.999335781908997, -8.99968515285731, 0.9880818128585815, -13.999523508589803, -8.99973712200432, 0.9858298301696777, -12.000607752698954, -8.000520970395797, 0.9876396059989929, -9.000855600543133, -6.99994206020466, 0.9874246716499329, -6.0004594116119705, -4.000778773976492, 0.9890294075012207, -2.9999881006877587, -2.0017017980437686, 0.9894194006919861, -0.9991371753982321, -0.0013033260664201407, -19, -25
5, 0.9923704862594604, 5, 0.9900950193405151, 4.999228981716598, -6.0010348309625705, 0.9884236454963684, 2.000417648203097, 3.0012361357071313, 0.985662043094635, -0.00040245788450476994, 3.0018604855166586, 0.9862244129180908, -1.9997047398393875, 2.9992271829401034, 0.988939642906189, -2.9984914152234694, 1.0002247941921496, 0.9830560088157654, -3.999373420273983, -0.0022117903379808013, 0.9895450472831726, 2.0003092772086575, -3.9999569559683295, 0.9892619848251343, 1.0003984397416161, -5.000528500877522, 0.9890783429145813, -1.001162165959471, -4.999328408304223, 0.9878702163696289, -3.9984142293539833, -4.001352487039526, 0.987984299659729, -3.9992400749138994, -4.001610861159605, 0.9888078570365906, -2.9995110237989877, -3.0009751729639333, 0.9871989488601685, -0.001298020442447978, -1.9990101765087047, 0.9876003861427307, 2.0002198167551057, -0.0002915437097499307, 0.9892545938491821, 3.0016187759881774, 1.998429170810482, -18, -19
6, 0.9928184151649475, 6, 0.9883613586425781, 4.9989760059210795, -6.001024466211081, 0.9883514046669006, 1.000620630832671, 2.99896137191962, 0.9879350066184998, -1.0011946197217014, 1.999200264661681, 0.9882200956344604, -2.001068829080765, 1.0005053751057744, 0.9897691011428833, -2.000231974452504, 0.9988892451254401, 0.9833472967147827, -1.9995698882128465, 0.0038998040723186023, 0.9893937706947327, 3.000300278382923, -3.9994202732579893, 0.9890512824058533, 1.0012477778984845, -4.000769325087603, 0.9886855483055115, -0.0007955110180262182, -3.998867312907109, 0.9866923689842224, -1.998264990933393, -3.000519676754976, 0.986632764339447, -1.998675125791479, -3.001704752791909, 0.9883579611778259, -1.0008694380037895, -2.0006213491800224, 0.9869568347930908, 0.999371204366156, -1.0006884882419627, 0.9870839715003967, 2.9998701501250906, 0.9995828528774382, 0.9872412085533142, 3.0001714562885837, 1.9988515660945154, -35, -19
7, 0.9913381934165955, 7, 0.9888765811920166, 1.0002226661751052, -7.000280444571935, 0.9882689118385315, 1.0010205146851376, 2.9990891320142623, 0.9865046739578247, 0.0005289336043148296, 2.9995558421702526, 0.9886487126350403, -1.0000168235178535, 2.9972241085229143, 0.9899777770042419, -0.9997169710038207, 1.999132487072984, 0.9842999577522278, -1.9996006127086332, 2.9995745329092074, 0.9897283315658569, -2.000785990218759, -6.000252487815089, 0.9893398284912109, -5.99955832061741, -7.000728519197622, 0.9892652034759521, -7.001145300593805, -6.998581171579502, 0.9878396987915039, -7.000347662360852, -5.999661314982291, 0.9841763973236084, -6.997573600783127, -4.002428189527308, 0.9879977703094482, -5.00084424293027, -4.0012525688946425, 0.9880117774009705, -2.002370757614756, -3.000923380720593, 0.9879812598228455, 0.0005958023654812905, -0.999940640686134, 0.9883173704147339, 2.0011899453667468, 1.000488360510019, -46, -12
8, 0.992019772529602, 8, 0.9905545711517334, -10.000549084141014, -2.00292454398906, 0.9898699522018433, 0.9990089602795535, 2.002000200976113, 0.9869223237037659, 1.0009284681347737, 2.999253678206344, 0.9895218014717102, 2.998782078329313, 1.9991481227673944, 0.9904035329818726, 4.000645022408946, 1.0013360051369773, 0.9824841022491455, 6.0016545847313125, 0.9972010556127202, 0.9907312989234924, -11.001478728294344, -2.9991740629599946, 0.9903767108917236, -12.000372246269208, -3.0008192278047545, 0.9899867177009583, -12.000359037982975, -3.998917099348404, 0.9862089157104492, -11.00118184160823, -3.999108966675209, 0.9855039715766907, -9.999473314940431, -4.00133415147738, 0.9876605868339539, -6.999385334607197, -3.0002587415815185, 0.9871804118156433, -3.9989609671496, -2.001138944251551, 0.9879488945007324, -0.0010194718056766305, -0.0018285430860487395, 0.9882583022117615, 1.0018901139012115, 0.9999345152499473, -40, -7
9, 0.991952657699585, 9, 0.9909318685531616, -4.001684708048472, 1.000657412337162, 0.9893403649330139, 3.999948422300349, 4.00030508218606, 0.9877892136573792, 2.9986809258523976, 4.002730554691539, 0.9878631830215454, 2.000693200261665, 4.9972909933115375, 0.9880056381225586, 3.999661882002968, 4.9995360276051315, 0.9843068718910217, 4.001596478659835, 5.000456802017084, 0.9911400079727173, -5.999697494368988, 0.9998154392158938, 0.9904331564903259, -5.99962415604945, 0.00033679146974918694, 0.990517258644104, -5.000752509928802, -0.9989250539551762, 0.9885073304176331, -4.9990464516787085, -1.998865345107589, 0.9865033626556396, -4.998526848844747, -2.0007855669718424, 0.9873367547988892, -3.9991927682068678, -1.9997352270565898, 0.986741304397583, -1.0014894220104225, -1.002619749964765, 0.9881357550621033, 2.0009115319137436, 0.0009565295979996336, 0.9875267148017883, 4.998495845199386, 2.0008174663740874, -38, -10
10, 0.9922831654548645, 10, 0.9901421070098877, -1.998822202436756, 5.997190510295626, 0.9898386597633362, 2.9998341786752434, 7.001224715073192, 0.9832727313041687, 2.998068979383376, 8.002164280585703, 0.988565981388092, 3.0010691541256733, 7.999637115148914, 0.9894151091575623, 3.000392863545329, 6.999960361702847, 0.9826685786247253, 3.002092756468045, 4.001440116428341, 0.991590678691864, -2.9994582159838785, 5.000239498433579, 0.9900203347206116, -3.0004229587484303, 3.0010365544110584, 0.9904568791389465, -2.0017281670211133, 1.000663982998745, 0.9878504872322083, -1.9995201761604164, -0.9990865507881779, 0.9871933460235596, -0.9991850167091343, -1.9996667999018882, 0.9894494414329529, 0.00029623727557748225, -1.9991027385509028, 0.9875656366348267, 1.0001981111938392, -0.9995938691913864, 0.9880830645561218, 2.0003054708982546, 2.0008935725354604, 0.988649308681488, 3.000796073734392, 4.999499526590569, -34, -12
